식당 이름,계정 ID,계정의 리뷰 수,방문 날짜,방문 횟수,인증 수단,리뷰 내용,리뷰 글자 수,리뷰 내 사진 유무,정제 리뷰,토큰,감성단어,감성점수,감성라벨
페르시안궁전,jhj****,9,2026.03.12,1번째 방문,영수증,맛집이라구 해서 왔는데!! 친절하시구 맛도 있어서 너무 좋아씁니다 ㅠㅠ 다음에 또 올 것 같아요 이미 많이 유명하지만 더더 유명해지면 좋겐네.... 😭,84,True,맛집이라구 해서 왔는데 친절하시구 맛도 있어서 너무 좋아씁니다 다음에 또 올 것 같아요 이미 많이 유명하지만 더더 유명해지면 좋겐네,"맛집, 친절, 다음, 유명, 유명",친절,2,긍정
페르시안궁전,브래드8263,34,2026.03.12,1번째 방문,영수증,완전 친절한 사장님. 먹는 방법을 자세히 알려주시네요~~ 맛은 말할 필요도 없어요!! 인정!! 성대 최고의 레스토랑입니다♡,68,True,완전 친절한 사장님 먹는 방법을 자세히 알려주시네요 맛은 말할 필요도 없어요 인정 성대 최고의 레스토랑입니다,"친절, 사장, 방법, 알리, 필요, 인정, 성대, 최고, 레스토랑","친절, 최고",5,긍정
페르시안궁전,jih****,21,2026.03.11,1번째 방문,영수증,"통닭정식 기본맛! 2인용이고, 성인남자 기준으로도 양이 많은 편이에요. 누룽지같은 밥이 진짜 맛도리에용",57,True,통닭정식 기본맛 2인용이고 성인남자 기준으로도 양이 많은 편이에요 누룽지같은 밥이 진짜 맛도리에용,"통닭, 정식, 기본, 성인, 남자, 기준, 누룽지, 도리",,0,중립
페르시안궁전,먹박사잉,1304,2026.03.11,1번째 방문,영수증,처음와봤는데 유명한 이유를 알겠습니다!!! 런치타임도 있어서 저렴하게 먹을수있어요 :) 추천,51,True,처음와봤는데 유명한 이유를 알겠습니다 런치타임도 있어서 저렴하게 먹을수있어요 추천,"처음, 유명, 이유, 런치, 타임, 저렴하, 추천",추천,2,긍정
페르시안궁전,ALLO64,33,2026.03.10,1번째 방문,영수증,너무 맛있어요~ 지인 추천으로 오게 되었는데 나중에 또 방문 하고 싶어용 ㅎㅎ 종로와서 커리 먹고 싶으면 완전 추천드립니당~~,70,True,너무 맛있어요 지인 추천으로 오게 되었는데 나중에 또 방문 하고 싶어용 종로와서 커리 먹고 싶으면 완전 추천드립니당,"맛있, 지인, 추천, 나중, 방문, 종로, 커리, 추천, 드리","맛있, 추천, 추천",6,긍정
페르시안궁전,김햅삐햅삐,36,2026.03.10,1번째 방문,영수증,너무 맛있어요! 게다가 이국적인 인테리어에 기분이 업됩니당 ㅎㅎ,35,True,너무 맛있어요 게다가 이국적인 인테리어에 기분이 업됩니당,"맛있, 이국, 인테리어, 기분",맛있,2,긍정
페르시안궁전,따뜻한아이스티37,12,2026.03.10,2번째 방문,영수증,향이 독특하고 다른 곳에서 경험할 수 없는 인상적인 커리 맛이었습니다! 잘 먹구 가요~~,49,True,향이 독특하고 다른 곳에서 경험할 수 없는 인상적인 커리 맛이었습니다 잘 먹구 가요,"독특, 경험, 인상, 커리",,0,중립
페르시안궁전,ONEWON,73,2026.03.08,1번째 방문,영수증,카레가 고소하고 닭고기랑 잘 어울려요 !!! 꼭 드셔보세용🙂,33,True,카레가 고소하고 닭고기랑 잘 어울려요 꼭 드셔보세용,"카레, 고소하, 닭고기, 어울리, 드시",,0,중립
페르시안궁전,mjy****,57,2026.03.08,1번째 방문,예약,오자마자 10분내로 들어온거같아요! 와서 대기번호받고 좀있으면 사장님이 불러주는데 주문하면 돼요 그러고 대기하면 좌석생기면 불러주세요 물은 약간 수돗물같아요…. 반마리치킨 매운맛은 삼분카레약간매운맛이 났어요… 치킨케밥은 닭꼬치 2개 당연히 맛있는데 개인적인 생각에 가격이 좀 사악하다 생각은 들었습니다 치킨마크니는 이란식은 약간 심심한 맛인가? 싶은 치킨마크니맛이었어요… 카레맛이 약한느낌?(토마토베이스여서그럴까요?) 샤프란아이스크림은 둘이서 각자하나씩 먹었는데 하나만 시켜먹어볼껄….이라는 생각이 “와” 아이스크림에 샤프란섬유유연제뿌린 맛나요…ㅎ 아이스크림은 좋은 체험이었습니다,324,True,오자마자 10분내로 들어온거같아요 와서 대기번호받고 좀있으면 사장님이 불러주는데 주문하면 돼요 그러고 대기하면 좌석생기면 불러주세요 물은 약간 수돗물같아요 반마리치킨 매운맛은 삼분카레약간매운맛이 났어요 치킨케밥은 닭꼬치 2개 당연히 맛있는데 개인적인 생각에 가격이 좀 사악하다 생각은 들었습니다 치킨마크니는 이란식은 약간 심심한 맛인가 싶은 치킨마크니맛이었어요 카레맛이 약한느낌 토마토베이스여서그럴까요 샤프란아이스크림은 둘이서 각자하나씩 먹었는데 하나만 시켜먹어볼껄 이라는 생각이 와 아이스크림에 샤프란섬유유연제뿌린 맛나요 아이스크림은 좋은 체험이었습니다,"들어오, 대기, 번호, 사장, 부르, 주문, 그러, 대기, 좌석, 생기, 부르, 수돗물, 반마리치킨, 카레, 치킨, 케밥, 닭꼬치, 맛있, 개인, 생각, 가격, 사악, 생각, 치킨마크니, 이란, 치킨마크니, 카레, 약하, 느낌, 토마토, 베이스, 그렇, 샤프란아이스크림, 하나, 하나, 시키, 생각, 아이스크림, 샤프, 섬유, 유연제, 뿌리, 맛나, 아이스크림, 체험",맛있,2,긍정
페르시안궁전,대홍단탄감자,72,2026.03.08,1번째 방문,영수증,나마스떼 인도에 온 기분입니다 유쾌란 사장님 덕분에 즐거운 저녁입니다 06학번 선배님과의 오랜만 추억 여행(저는 18학번입니다) 시대를 아우르는 식당이라는 것은 이렇게나 좋은 일이군요 혹시 시간 되시면 딩딩딩 전시 보시고 페르시안 궁전은 어떠세요😊,138,True,나마스떼 인도에 온 기분입니다 유쾌란 사장님 덕분에 즐거운 저녁입니다 06학번 선배님과의 오랜만 추억 여행 저는 18학번입니다 시대를 아우르는 식당이라는 것은 이렇게나 좋은 일이군요 혹시 시간 되시면 딩딩딩 전시 보시고 페르시안 궁전은 어떠세요,"나마스떼, 인도, 기분, 사장, 덕분, 즐겁, 저녁, 학번, 선배, 추억, 여행, 학번, 시대, 아우르, 식당, 이렇, 시간, 전시, 페르시안, 궁전, 어떻",,0,중립
페르시안궁전,야미3716,41,2026.03.08,2번째 방문,영수증,중2아들이 한번먹고 계속 생각난다고해서 재방문입니다.~^^ 이색적인 분위기와 다른곳에서 맛볼수없는 압도적인 매력이 입니다.,68,True,중2아들이 한번먹고 계속 생각난다고해서 재방문입니다 이색적인 분위기와 다른곳에서 맛볼수없는 압도적인 매력이 입니다,"아들, 생각, 방문, 이색, 분위기, 맛보, 압도, 매력",,0,중립
페르시안궁전,예비신쀼쀼유부초밥예약중,37,2026.03.08,1번째 방문,영수증,"지하철 타고 인도 여행 온 느낌,, 해외로 떠나고싶고 맛난 거 먹고프면 바로 여깁니당 진짜 음식도 다 맛있고 완전 여행온 거 같아서 좋아요👍🏻🥹🩷",81,True,지하철 타고 인도 여행 온 느낌 해외로 떠나고싶고 맛난 거 먹고프면 바로 여깁니당 진짜 음식도 다 맛있고 완전 여행온 거 같아서 좋아요,"지하철, 인도, 여행, 느낌, 해외, 떠나, 맛나, 여기, 음식, 맛있, 여행",맛있,2,긍정
페르시안궁전,CcIiOoLl,37,2026.03.07,1번째 방문,영수증,"진짜진짜 너무 맛있었어요!!!!!!! 누룽지밥 같은 라이스케이크는 진짜 존맛탱이고, 통닭카레도 진짜 핵맛있고 맵기 조절돼서 아주 나이스! 이번엔 3단계로 먹었는데 담엔 3.5단계로 먹어볼래요! 케밥도 난도 다 맛있었어요!!!! 감사합니당",132,True,진짜진짜 너무 맛있었어요 누룽지밥 같은 라이스케이크는 진짜 존맛탱이고 통닭카레도 진짜 핵맛있고 맵기 조절돼서 아주 나이스 이번엔 3단계로 먹었는데 담엔 3 5단계로 먹어볼래요 케밥도 난도 다 맛있었어요 감사합니당,"맛있, 누룽지, 라이스, 케이크, 통닭, 카레, 맛있, 조절, 나이스, 이번, 단계, 단계, 케밥, 맛있, 감사","맛있, 맛있, 맛있",6,긍정
페르시안궁전,cot****,24,2026.03.07,1번째 방문,영수증,인기가 많아서 웨이팅이 길길래 브레이크타임 끝나자마자 왔어요!! 후회없는선택입니다 페르시안스위트(굴랍자문)은 꼭 드세요🍛🤌,68,True,인기가 많아서 웨이팅이 길길래 브레이크타임 끝나자마자 왔어요 후회없는선택입니다 페르시안스위트 굴랍자문 은 꼭 드세요,"인기, 웨이팅, 브레이크, 타임, 끝나, 후회, 선택, 페르시안스위트, 굴랍자문, 드세",,0,중립
페르시안궁전,달팽이84,36,2026.03.07,1번째 방문,영수증,2003년에 방문하고 23년만에 재방문 했어요~ 매장은 더~ 화려해 줬고 사장님은 여전히 친절하시네요! 음식은 23년이 지났지만 지금도 여전히 예전 그대로 맛있네요! 치킨커리 맛있어요!,103,True,2003년에 방문하고 23년만에 재방문 했어요 매장은 더 화려해 줬고 사장님은 여전히 친절하시네요 음식은 23년이 지났지만 지금도 여전히 예전 그대로 맛있네요 치킨커리 맛있어요,"방문, 방문, 매장, 사장, 친절, 음식, 지나, 지금, 예전, 맛있, 치킨, 커리, 맛있","친절, 맛있, 맛있",6,긍정
페르시안궁전,드로우 밍,210,2026.03.07,1번째 방문,영수증,"커플세트에 케밥이랑 커리 추가했는데 너무 맛있어요! 기다릴 가치가있네요ㅎㅎ 인테리어랑 맛도 이색적이고, 라씨까지 맛나용",66,True,커플세트에 케밥이랑 커리 추가했는데 너무 맛있어요 기다릴 가치가있네요 인테리어랑 맛도 이색적이고 라씨까지 맛나용,"커플, 세트, 케밥, 커리, 추가, 맛있, 기다리, 가치, 인테리어, 이색, 라씨, 맛나",맛있,2,긍정
페르시안궁전,바로 그 리뷰,921,2026.03.07,1번째 방문,영수증,와! 왜 웨이팅이 많은지 알겠어요~ 한국식으로 재해석된 카레가 진짜 맛있어요! 그리고 라이스 케이크도 특별하네요. 고소하게 맛있어서 대만족했어요! 세트 메뉴 좋네용,91,True,와 왜 웨이팅이 많은지 알겠어요 한국식으로 재해석된 카레가 진짜 맛있어요 그리고 라이스 케이크도 특별하네요 고소하게 맛있어서 대만족했어요 세트 메뉴 좋네용,"웨이팅, 한국식, 해석, 카레, 맛있, 라이스, 케이크, 특별, 고소하, 맛있, 만족, 세트, 메뉴","맛있, 맛있, 만족",6,긍정
페르시안궁전,운뱌리,58,2026.03.07,1번째 방문,영수증,카레너무맛나요!!! 치킨도맛잇고 밥이랑같이먹어두맛잇어요 신라면맵기 선택하니 매콤하니 좋네용🤗🤗🤗🤗,54,True,카레너무맛나요 치킨도맛잇고 밥이랑같이먹어두맛잇어요 신라면맵기 선택하니 매콤하니 좋네용,"카레, 맛나, 치킨, 신라면, 선택",,0,중립
페르시안궁전,채소야30,41,2026.03.07,1번째 방문,영수증,닭한마리 카레가 진짜 맛있어요..!! 살이 야들야들하고 카레랑 조합이 최고..🥹 인도 정통 카레맛인데 맵기 조절이 돼서 안느끼하고 맛있어요! 갈릭난도 꿀맛이고 라씨도 맛있고 전부 맛있었던 대학로 맛집🩷🤍,113,True,닭한마리 카레가 진짜 맛있어요 살이 야들야들하고 카레랑 조합이 최고 인도 정통 카레맛인데 맵기 조절이 돼서 안느끼하고 맛있어요 갈릭난도 꿀맛이고 라씨도 맛있고 전부 맛있었던 대학로 맛집,"마리, 카레, 맛있, 카레, 조합, 최고, 인도, 정통, 카레, 조절, 느끼하, 맛있, 갈릭, 꿀맛, 맛있, 맛있, 대학로, 맛집","맛있, 최고, 느끼, 맛있, 맛있, 맛있",10,긍정
페르시안궁전,Laurent IM,21,2026.03.04,1번째 방문,영수증,유명한 집이라 방문해보고 싶었는데 현지 느낌 물씬이라 여행 온 기분이에요. 사장님이 정이 많으신지 장식품에 관심을 보였더니 오셔서 설명해주셨어요. 음식의 향신료 풍미도 하나도 어렵지 않고 맛있습니다.,111,True,유명한 집이라 방문해보고 싶었는데 현지 느낌 물씬이라 여행 온 기분이에요 사장님이 정이 많으신지 장식품에 관심을 보였더니 오셔서 설명해주셨어요 음식의 향신료 풍미도 하나도 어렵지 않고 맛있습니다,"유명, 방문, 현지, 느낌, 여행, 기분, 사장, 장식품, 관심, 보이, 설명, 음식, 향신료, 풍미, 하나, 어렵, 맛있",맛있,2,긍정
페르시안궁전,cha****,59,2026.03.04,1번째 방문,영수증,이렇게 현지느낌 낭낭한 인도요리 전문점은 처음이에요! ㅎㅎ 통닭카레가 가장 유명해서 시켜봤는데 난이랑 먹는 게 바삭하고 맛있어요! 성대 맛집 추천합니다😊,85,True,이렇게 현지느낌 낭낭한 인도요리 전문점은 처음이에요 통닭카레가 가장 유명해서 시켜봤는데 난이랑 먹는 게 바삭하고 맛있어요 성대 맛집 추천합니다,"이렇, 현지, 느낌, 인도, 요리, 전문점, 처음, 통닭, 카레, 시키, 맛있, 성대, 맛집, 추천","맛있, 추천",4,긍정
페르시안궁전,림리미,28,2026.03.04,1번째 방문,영수증,카레가 땡길때는 항상 생각나는 곳이에요 카레가 달지않고 현지맛으로 넘 맛있답니당,44,True,카레가 땡길때는 항상 생각나는 곳이에요 카레가 달지않고 현지맛으로 넘 맛있답니당,"카레, 땡기, 생각나, 카레, 현지, 맛있",맛있,2,긍정
페르시안궁전,횬횬현,31,2026.03.03,2번째 방문,영수증,재방문이에요~~ 음식이 맛있고 생각나는 맛이라 혜화데이트와서 또 왔어요 다음에도 올거에요 ㅎㅎ,52,True,재방문이에요 음식이 맛있고 생각나는 맛이라 혜화데이트와서 또 왔어요 다음에도 올거에요,"방문, 음식, 맛있, 생각나, 혜화, 데이트, 다음",맛있,2,긍정
페르시안궁전,야매53,14,2026.03.02,1번째 방문,영수증,더들리님 맛집으로 유명한곳. 치킨과 카레 매니아로써 최고의 조합!! 인테리어도 멋지고 직원분들도 친절하셔서 좋은 경험이었습니다.,71,True,더들리님 맛집으로 유명한곳 치킨과 카레 매니아로써 최고의 조합 인테리어도 멋지고 직원분들도 친절하셔서 좋은 경험이었습니다,"맛집, 유명, 치킨, 카레, 매니아, 최고, 조합, 인테리어, 멋지, 직원, 친절, 경험","최고, 친절",5,긍정
페르시안궁전,BEKIJINI,23,2026.03.01,1번째 방문,영수증,저의 성대 또간집이에요 너무너무 친절하신 사장님과 맛있는 통닭치킨!! 근처에 오시면 꼭 와보세요 맵기는 2.2-2.5 적당할듯요 ㅎㅎ,74,True,저의 성대 또간집이에요 너무너무 친절하신 사장님과 맛있는 통닭치킨 근처에 오시면 꼭 와보세요 맵기는 2 2 2 5 적당할듯요,"성대, 친절, 사장, 맛있, 통닭, 치킨, 근처","친절, 맛있",4,긍정
페르시안궁전,sonhr73,21,2026.03.01,1번째 방문,영수증,너무 맛있어요 밥과 난도 꼭 함께 먹어야해요 메뉴도 특색있고 인테리어도 독특해서 너무 좋네요 맛있게 잘먹었습니다!,63,True,너무 맛있어요 밥과 난도 꼭 함께 먹어야해요 메뉴도 특색있고 인테리어도 독특해서 너무 좋네요 맛있게 잘먹었습니다,"맛있, 메뉴, 특색, 인테리어, 독특, 맛있","맛있, 맛있",4,긍정
페르시안궁전,다도시51,56,2026.03.01,1번째 방문,영수증,유튜브 보고 왔는데 정말 인기 맛집이었네요! 혜화에서 커리집 많이 가봤는데 왜 여기를 이제 왔나 싶네요!! 닭반마리카레랑 양고기카레 먹었는데 넘 맛있구요. 다른 메뉴도 먹어보러 여러 번 와야겠어요ㅎㅎ 사장님 넘 친절하시고 좋으신 분입니다. 더욱 번창하세요^^!!,146,True,유튜브 보고 왔는데 정말 인기 맛집이었네요 혜화에서 커리집 많이 가봤는데 왜 여기를 이제 왔나 싶네요 닭반마리카레랑 양고기카레 먹었는데 넘 맛있구요 다른 메뉴도 먹어보러 여러 번 와야겠어요 사장님 넘 친절하시고 좋으신 분입니다 더욱 번창하세요,"유튜브, 인기, 맛집, 혜화, 커리, 여기, 마리, 카레, 양고기, 카레, 맛있, 메뉴, 사장, 친절, 번창","맛있, 친절",4,긍정
페르시안궁전,시오리53,51,2026.03.01,1번째 방문,영수증,예전부터 너무 와보고싶었던 페르시안궁전에서 통닭정식 먹었습니다! 통닭 커리 첨 먹어보는데 너무 맛있었어요. 줄 서서 먹는게 이해가 되는 맛이었습니다. 지하까지 자리가 있어서 매장은 꽤 쾌적한 편이에요. 담에 또 오고 싶어요!!!,127,True,예전부터 너무 와보고싶었던 페르시안궁전에서 통닭정식 먹었습니다 통닭 커리 첨 먹어보는데 너무 맛있었어요 줄 서서 먹는게 이해가 되는 맛이었습니다 지하까지 자리가 있어서 매장은 꽤 쾌적한 편이에요 담에 또 오고 싶어요,"예전, 페르시안, 궁전, 통닭, 정식, 통닭, 커리, 맛있, 이해, 지하, 자리, 매장",맛있,2,긍정
페르시안궁전,야르스컬맨,104,2026.03.01,1번째 방문,영수증,맛있어요 다만 세트보다는 단품이 알차구요 고기는 정말 맛있습니다 밥은 꼭 반드시 쟈프란밥으로 주문하세요,57,True,맛있어요 다만 세트보다는 단품이 알차구요 고기는 정말 맛있습니다 밥은 꼭 반드시 쟈프란밥으로 주문하세요,"맛있, 세트, 알차, 고기, 맛있, 쟈프란밥, 주문","맛있, 맛있",4,긍정
페르시안궁전,떠나자아,35,2026.02.28,7번째 방문,영수증,이십년 넘게 다니고 있는데 요즘 티비에 바로 나왔을때만큼 웨이팅이 있네요..그래도 멀리서 가는거라 안먹을수 없죠ㅋㅋ오늘은 허니난 시켰는데 아이가 아주 잘먹었습니다~카레도 항상 너무 퍼먹게되어서 추가했어요ㅋㅋ자꾸 생각나는 중독성있는 카레집!!강추!!,138,True,이십년 넘게 다니고 있는데 요즘 티비에 바로 나왔을때만큼 웨이팅이 있네요 그래도 멀리서 가는거라 안먹을수 없죠 오늘은 허니난 시켰는데 아이가 아주 잘먹었습니다 카레도 항상 너무 퍼먹게되어서 추가했어요 자꾸 생각나는 중독성있는 카레집 강추,"이십, 다니, 요즘, 티비, 나오, 웨이팅, 오늘, 허니, 아이, 카레, 퍼먹, 추가, 생각나, 중독, 카레",,0,중립
페르시안궁전,서현2546,44,2026.02.28,1번째 방문,영수증,성대 앞 유명 맛집인데 인테리어부터 비범해요! ㅋㅋㅋㅋㅌ 사장님이 주방을 진두지휘하는 모습이 기다리는 것도 안 지루하게 하는 것 같기도?! 카레 맛도 좋았습니당 처음 먹어보는 맛인데 굿이네요😍,107,True,성대 앞 유명 맛집인데 인테리어부터 비범해요 사장님이 주방을 진두지휘하는 모습이 기다리는 것도 안 지루하게 하는 것 같기도 카레 맛도 좋았습니당 처음 먹어보는 맛인데 굿이네요,"성대, 유명, 맛집, 인테리어, 사장, 주방, 진두지휘, 모습, 기다리, 지루하, 카레, 처음",,0,중립
페르시안궁전,29one,54,2026.02.27,1번째 방문,영수증,유명해서 다녀와봤는데 너무너무 맛있어요 사장님도 너무 친절하시고 분위기도 너무 좋았어용,48,True,유명해서 다녀와봤는데 너무너무 맛있어요 사장님도 너무 친절하시고 분위기도 너무 좋았어용,"유명, 다녀오, 맛있, 사장, 친절, 분위기","맛있, 친절",4,긍정
페르시안궁전,stu****,28,2026.02.27,3번째 방문,영수증,15년도 넘게 다닌 단골집.. 음식들도 한결같고 항상 맛있네요. 맵기도 조절 가능해서 매운거 좋아하시는분들도 엄청 좋아할 맛이에요. 사장님도 항상 손님들 밝게 맞아 주시고 이제 와이프가 된 전여친이랑 항상 오는 집이네요.,123,True,15년도 넘게 다닌 단골집 음식들도 한결같고 항상 맛있네요 맵기도 조절 가능해서 매운거 좋아하시는분들도 엄청 좋아할 맛이에요 사장님도 항상 손님들 밝게 맞아 주시고 이제 와이프가 된 전여친이랑 항상 오는 집이네요,"다니, 단골집, 음식, 맛있, 조절, 가능, 좋아하, 좋아하, 사장, 와이프, 여친","맛있, 좋, 좋",6,긍정
페르시안궁전,두시엔두시95,23,2026.02.27,1번째 방문,영수증,예전부터 유튜브로 많이 봐서 정말 와보고 싶었는데 기대했던 것보다 훨씬 맛있었어요. 비주얼도 너무 훌륭하고 가게 분위기도 너무 좋아요. 진짜 이란에서 먹는 것 같은 느낌이고 사장님도 너무 친절하십니다. 커리 먹고 싶을 때마다 찾아오고 싶어요. 다음에는 케밥이나 다른 메뉴도 먹어보고 싶고 너무 즐거운 경험이었습니다!,176,True,예전부터 유튜브로 많이 봐서 정말 와보고 싶었는데 기대했던 것보다 훨씬 맛있었어요 비주얼도 너무 훌륭하고 가게 분위기도 너무 좋아요 진짜 이란에서 먹는 것 같은 느낌이고 사장님도 너무 친절하십니다 커리 먹고 싶을 때마다 찾아오고 싶어요 다음에는 케밥이나 다른 메뉴도 먹어보고 싶고 너무 즐거운 경험이었습니다,"예전, 유튜브, 기대, 맛있, 비주얼, 훌륭하, 가게, 분위기, 이란, 느낌, 사장, 친절, 커리, 찾아오, 다음, 케밥, 메뉴, 즐겁, 경험","맛있, 훌륭, 친절",7,긍정
페르시안궁전,최수진1277,33,2026.02.27,1번째 방문,영수증,엄마랑 왔어요!엄마도 맛있다고 잘 먹었어요.점심특선 있어서 두개 시켜서 여러가지 맛을 먹을 수 있으니까 좋아요👍🏻👍🏻,65,True,엄마랑 왔어요 엄마도 맛있다고 잘 먹었어요 점심특선 있어서 두개 시켜서 여러가지 맛을 먹을 수 있으니까 좋아요,"엄마, 엄마, 맛있, 점심, 특선, 시키, 가지",맛있,2,긍정
페르시안궁전,ARMY3085,9,2026.02.25,1번째 방문,영수증,"입학식을 맞이하여 가족과 방문했어요! 페르시안은 이란요리이긴 하지만, 인도요리를 좋아한다면, 도전해보고 싶다면 너무너무 추천합니다~ 친절하시고 난 맛도 다양하고 좋아요 ! 케밥도 맛있습니다~",106,True,입학식을 맞이하여 가족과 방문했어요 페르시안은 이란요리이긴 하지만 인도요리를 좋아한다면 도전해보고 싶다면 너무너무 추천합니다 친절하시고 난 맛도 다양하고 좋아요 케밥도 맛있습니다,"입학식, 가족, 방문, 페르시안, 이란, 요리, 인도, 요리, 좋아하, 도전, 추천, 친절, 다양, 맛있","좋, 추천, 친절, 맛있",8,긍정
페르시안궁전,aka9,19,2026.02.25,1번째 방문,영수증,항생 웨이팅이 많아서 돌아갔었는데 이번에 운 좋게 바로 입장해서 먹었어요 닭한마리 카레 넘 맛있고 양도 푸짐해요 완전 강추 맛있어서 울면서/먹고있어요,83,True,항생 웨이팅이 많아서 돌아갔었는데 이번에 운 좋게 바로 입장해서 먹었어요 닭한마리 카레 넘 맛있고 양도 푸짐해요 완전 강추 맛있어서 울면서 먹고있어요,"항생, 웨이팅, 돌아가, 이번, 입장, 마리, 카레, 맛있, 맛있","맛있, 맛있",4,긍정
페르시안궁전,chr****,25,2026.02.24,1번째 방문,영수증,학교다닐때부터 자주 가던 맛집인데 오늘 오랜만에 왔어요! 여전히 맛있고 특이해요👍 오래오래 계속 저장해두고 싶은 맛집이에요🙏😆,70,True,학교다닐때부터 자주 가던 맛집인데 오늘 오랜만에 왔어요 여전히 맛있고 특이해요 오래오래 계속 저장해두고 싶은 맛집이에요,"학교, 다니, 맛집, 오랜만, 맛있, 저장, 맛집",맛있,2,긍정
페르시안궁전,솔직하고진실해,147,2026.02.24,1번째 방문,영수증,"처음 와봤는데 너무 맛있고 메뉴 설명도 잘해주셔서 기분좋은 식사였어요 어머니 모시고 왔는데 난도, 커리도 다 맛있다고 좋아하시네요. 터키쉬 커피도 별미에요",86,True,처음 와봤는데 너무 맛있고 메뉴 설명도 잘해주셔서 기분좋은 식사였어요 어머니 모시고 왔는데 난도 커리도 다 맛있다고 좋아하시네요 터키쉬 커피도 별미에요,"처음, 맛있, 메뉴, 설명, 기분, 식사, 어머니, 모시, 커리, 맛있, 좋아하, 터키쉬, 커피, 별미","맛있, 맛있, 좋",6,긍정
페르시안궁전,정현73,29,2026.02.23,1번째 방문,영수증,"진짜 오랜만에 만족스러운 커리집이었어요. 향신료 밸런스가 과하지 않고 깊은 맛이 살아 있어서 한 숟갈 먹자마자 “아 여기 잘한다” 싶었습니다. 커리는 꾸덕하면서도 부담 없고, 밥이랑 난이랑 같이 먹으면 조합이 너무 좋아요. 고기도 부드럽고 양도 적당해서 한 끼 든든하게 먹기 딱 좋았습니다. 매장도 깔끔하고 직원분들도 친절해서 전체적으로 기분 좋은 식사였어요. 근처 오면 재방문 의사 100%!",220,True,진짜 오랜만에 만족스러운 커리집이었어요 향신료 밸런스가 과하지 않고 깊은 맛이 살아 있어서 한 숟갈 먹자마자 아 여기 잘한다 싶었습니다 커리는 꾸덕하면서도 부담 없고 밥이랑 난이랑 같이 먹으면 조합이 너무 좋아요 고기도 부드럽고 양도 적당해서 한 끼 든든하게 먹기 딱 좋았습니다 매장도 깔끔하고 직원분들도 친절해서 전체적으로 기분 좋은 식사였어요 근처 오면 재방문 의사 100,"오랜만, 만족, 커리, 향신료, 밸런스, 과하, 숟갈, 여기, 커리, 꾸덕, 부담, 조합, 고기, 부드럽, 든든하, 매장, 직원, 친절, 전체, 기분, 식사, 근처, 방문, 의사","만족, 친절",4,긍정
페르시안궁전,98daldang,24,2026.02.22,1번째 방문,영수증,신기하고 독특합니다. 음식은 양도 많고 난이 맛있네요. 카레도 애들때문에 안매운거 시켰는데 참 맛있어요.,58,True,신기하고 독특합니다 음식은 양도 많고 난이 맛있네요 카레도 애들때문에 안매운거 시켰는데 참 맛있어요,"독특, 음식, 맛있, 카레, 때문, 시키, 맛있","맛있, 맛있",4,긍정
페르시안궁전,Haa16,82,2026.02.22,4번째 방문,영수증,20년 던골집. 언제와도 너무 맛있습니다!!! 한국 생각하면 오고싶은 레스토랑 1슌위♡,48,True,20년 던골집 언제와도 너무 맛있습니다 한국 생각하면 오고싶은 레스토랑 1슌위,"맛있, 한국, 생각, 레스토랑, 슌위",맛있,2,긍정
페르시안궁전,우유속에초코칩쿠키,43,2026.02.22,1번째 방문,영수증,즐겨보는 유튜버 분이 자주 가는 맛집이라고 해서 방문했는데 너무너무 맛있네요!! 집 가까이에 있었으면 정말 일주일에 여러 번 방문했을 것 같아요😚 치킨이 부들부들하고 난도 쫄깃쫄깃해서 식감천국에 다녀온 기분입니다…😇🪽🤍,122,True,즐겨보는 유튜버 분이 자주 가는 맛집이라고 해서 방문했는데 너무너무 맛있네요 집 가까이에 있었으면 정말 일주일에 여러 번 방문했을 것 같아요 치킨이 부들부들하고 난도 쫄깃쫄깃해서 식감천국에 다녀온 기분입니다,"즐기, 유튜버, 맛집, 방문, 맛있, 가까이, 일주일, 방문, 치킨, 식감, 천국, 다녀오, 기분",맛있,2,긍정
페르시안궁전,ddongyyy,21,2026.02.21,1번째 방문,영수증,지인들이 엄청 추천해서 혼자 먹으러 왔는데 정말 너무너무 맛있네요 🥹🤍🤍 매장도 엄청 크고 손님들도 계속 들어오셔요!!! 유명한 커리 맛집인가봐요 🥰 덕분에 맛있는 혼밥 했습니다 ㅎㅎㅎ 종종 올게요☺️☺️☺️,116,True,지인들이 엄청 추천해서 혼자 먹으러 왔는데 정말 너무너무 맛있네요 매장도 엄청 크고 손님들도 계속 들어오셔요 유명한 커리 맛집인가봐요 덕분에 맛있는 혼밥 했습니다 종종 올게요,"지인, 추천, 혼자, 맛있, 매장, 들어오, 유명, 커리, 맛집, 덕분, 맛있, 혼밥","추천, 맛있, 맛있",6,긍정
